contig	start	end	gene_position
k127_7212086_M_bin.87	622	1903	3
k127_7212086_M_bin.87	1985	2246	4
k127_7212086_M_bin.87	2663	4451	5
k127_7212086_M_bin.87	4743	7962	6
k127_7212086_M_bin.87	8150	8588	7
k127_7212086_M_bin.87	8751	8982	8
k127_7212086_M_bin.87	9103	9877	9
k127_7212086_M_bin.87	10000	10624	10
k127_7212086_M_bin.87	10638	10806	11
k127_7212086_M_bin.87	11167	12031	12
k127_7212086_M_bin.87	12086	13253	13
k127_7260464_M_bin.109	2	71	1
k127_7260464_M_bin.109	113	1586	2
k127_7260464_M_bin.109	1582	2752	3
k127_7260464_M_bin.109	2873	3104	4
k127_7260464_M_bin.109	3224	4232	5
k127_7348137_S_bin.8	1	583	1
k127_7348137_S_bin.8	598	2977	2
k127_7348137_S_bin.8	2994	4230	3
k127_7348137_S_bin.8	4259	4931	4
k127_7348137_S_bin.8	4948	6565	5
k127_7348137_S_bin.8	6577	10984	6
k127_7348137_S_bin.8	10986	11634	7
k127_7348137_S_bin.8	11643	13566	8
k127_7348137_S_bin.8	13572	14466	9
k127_7348137_S_bin.8	14462	16310	10
k127_7487089_M_bin.109	10	445	1
k127_7487089_M_bin.109	660	1635	2
k127_7487089_M_bin.109	1631	2678	3
k127_7487089_M_bin.109	2674	3109	4
k127_7487089_M_bin.109	3285	3834	5
k127_7487089_M_bin.109	3923	4826	6
k127_7487089_M_bin.109	5321	5876	7
k127_7953622_S_bin.74	2	1088	1
k127_7953622_S_bin.74	1084	2254	2
k127_7953622_S_bin.74	2250	2640	3
k127_8241861_M_bin.67	1	469	1
k127_8241861_M_bin.67	523	622	2
k127_8241861_M_bin.67	614	1181	3
k127_8241861_M_bin.67	1641	5922	4
k127_8241861_M_bin.67	6026	7598	5
k127_8241861_M_bin.67	7597	8092	6
k127_8241861_M_bin.67	8108	9929	7
k127_8241861_M_bin.67	9961	10969	8
k127_8241861_M_bin.67	11040	11724	9
k127_8241861_M_bin.67	11720	13112	10
k127_8241861_M_bin.67	13260	14877	11
k127_8241861_M_bin.67	14982	15987	12
k127_8241861_M_bin.67	16051	16393	13
k127_8241861_M_bin.67	16545	17664	14
k127_8241861_M_bin.67	17668	17803	15
k127_8241861_M_bin.67	18374	18719	16
k127_8241861_M_bin.67	18812	19835	17
k127_8511279_S_bin.80	0	3375	1
k127_8516650_M_bin.102	1	2704	1
k127_8516650_M_bin.102	2700	2964	2
k127_8516650_M_bin.102	3010	3814	3
k127_8516650_M_bin.102	3864	5190	4
k127_8516650_M_bin.102	5186	6002	5
k127_8516650_M_bin.102	6460	7663	6
k127_8516650_M_bin.102	7629	7845	7
k127_8516650_M_bin.102	7875	14484	8
k127_8516650_M_bin.102	14489	14693	9
k127_8516650_M_bin.102	14747	19322	10
k127_8516650_M_bin.102	19392	20823	11
k127_8516650_M_bin.102	20943	22686	12
k127_8516650_M_bin.102	22813	23029	13
k127_8516650_M_bin.102	23417	24227	14
k127_8516650_M_bin.102	24466	24679	15
k127_8516650_M_bin.102	24715	25861	16
k127_8516650_M_bin.102	25823	26561	17
k127_8516650_M_bin.102	27271	28057	18
k127_8516650_M_bin.102	28221	29982	19
k127_8516650_M_bin.102	30012	30801	20
k127_8516650_M_bin.102	30797	31571	21
k127_8537076_M_bin.8	0	420	1
k127_8537076_M_bin.8	481	616	2
k127_8537076_M_bin.8	625	1696	3
k127_8537076_M_bin.8	1676	3071	4
k127_8539368_M_bin.32	0	117	1
k127_8539368_M_bin.32	154	457	2
k127_8539368_M_bin.32	822	3420	3
k127_8539368_M_bin.32	3444	4590	4
k127_8539368_M_bin.32	4701	6249	5
k127_8736639_M_bin.109	2	3308	1
k127_8736639_M_bin.109	3353	4319	2
k127_8736639_M_bin.109	4315	5083	3
k127_8736639_M_bin.109	5445	7635	4
k127_8736639_M_bin.109	7734	8157	5
k127_8736639_M_bin.109	8320	8650	6
k127_8736639_M_bin.109	8646	10209	7
k127_8736639_M_bin.109	10201	10471	8
k127_8736639_M_bin.109	10629	12141	9
k127_8736639_M_bin.109	12133	14128	10
k127_8736639_M_bin.109	14289	14628	11
k127_8736639_M_bin.109	14631	15303	12
k127_8736639_M_bin.109	15411	16677	13
k127_8817632_S_bin.28	2	449	1
k127_8817632_S_bin.28	724	2059	2
k127_8817632_S_bin.28	2266	4228	3
k127_8817632_S_bin.28	4230	5388	4
k127_8817632_S_bin.28	5451	14055	5
k127_8984978_M_bin.66	2	1316	1
k127_8984978_M_bin.66	1315	1876	2
k127_8984978_M_bin.66	1889	2192	3
k127_8984978_M_bin.66	2191	2674	4
k127_8984978_M_bin.66	3054	3798	5
k127_8984978_M_bin.66	3876	4341	6
k127_8984978_M_bin.66	4358	7223	7
k127_9013880_M_bin.67	1	319	1
k127_9013880_M_bin.67	315	2112	2
k127_9013880_M_bin.67	2124	3135	3
k127_9013880_M_bin.67	3223	4393	4
k127_9013880_M_bin.67	4767	5064	5
k127_903402_S_bin.9	41	845	1
k127_903402_S_bin.9	933	1875	2
k127_903402_S_bin.9	1884	4686	3
k127_903402_S_bin.9	4941	5391	4
k127_903402_S_bin.9	5528	6200	5
k127_903402_S_bin.9	6202	7675	6
k127_903402_S_bin.9	7676	8513	7
k127_903402_S_bin.9	8540	8996	8
k127_903402_S_bin.9	9002	9722	9
k127_903402_S_bin.9	9863	10652	10
k127_903402_S_bin.9	10738	12160	11
k127_903402_S_bin.9	12233	12572	12
k127_903402_S_bin.9	12639	13098	13
k127_903402_S_bin.9	13114	13348	14
k127_903402_S_bin.9	13504	16396	15
k127_903402_S_bin.9	16406	16697	16
k127_9034355_M_bin.87	2	1247	1
k127_9034355_M_bin.87	1281	2289	2
k127_9034355_M_bin.87	2439	5280	3
k127_9034355_M_bin.87	5276	6050	4
k127_9240135_S_bin.28	1	9415	1
k127_9240135_S_bin.28	10075	10672	2
k127_9240135_S_bin.28	10705	11302	3
k127_9240135_S_bin.28	11450	12662	4
k127_9240135_S_bin.28	12934	13171	5
k127_9240135_S_bin.28	13431	14115	6
k127_9240135_S_bin.28	14111	15560	7
k127_9240135_S_bin.28	15454	16714	8
k127_9240135_S_bin.28	16710	17169	9
k127_9430720_M_bin.32	2	77	1
k127_9430720_M_bin.32	129	534	2
k127_9430720_M_bin.32	678	825	3
k127_9430720_M_bin.32	821	1892	4
k127_9430720_M_bin.32	1878	3408	5
k127_9430720_M_bin.32	3512	3680	6
k127_9476787_M_bin.1	2	1094	1
k127_9476787_M_bin.1	1153	2197	2
k127_9476787_M_bin.1	2193	3270	3
k127_9476787_M_bin.1	3385	3871	4
k127_9712611_S_bin.28	0	3882	1
k127_976675_S_bin.30	662	1211	1
k127_976675_S_bin.30	1279	3112	2
k127_976675_S_bin.30	3104	3764	3
k127_976675_S_bin.30	4192	4417	4
k127_976675_S_bin.30	4450	5062	5
k127_976675_S_bin.30	5184	5907	6
